Employee Number,username,email,raw_password,Employee Name,Age,Department,Position,Employment Status,Manager Name
1407069061,1407069061,barbara.sutwell@company.com,uUj@ujjBqL,"Sutwell, Barbara",57.6,Production       ,Production Technician I,Active,Elijiah Gray
1405067501,1405067501,desiree.tavares@company.com,1*wx3J6xt8,"Tavares, Desiree  ",51.0,Production       ,Production Technician I,Voluntarily Terminated,Webster Butler
1404066739,1404066739,sophia.theamstern@company.com,F73@#iEIdE,"Theamstern, Sophia",60.9,Production       ,Production Technician I,Voluntarily Terminated,Amy Dunn
1103024504,1103024504,theresa.tinto@company.com,g1bszZKaJz,"Tinto, Theresa  ",42.7,Production       ,Production Technician I,Voluntarily Terminated,Ketsia Liebig
1409070255,1409070255,jeanette.tippett@company.com,#Y1FF&bEwP,"Tippett, Jeanette",58.8,Production       ,Production Technician I,Active,Brannon Miller
1012023152,1012023152,mei.trang@company.com,P!6dJ1vtVJ,"Trang, Mei",42.9,Production       ,Production Technician I,Active,David Stanley
1203032235,1203032235,abdellah.veera@company.com,$k*HEkX$wA,"Veera, Abdellah ",39.2,Production       ,Production Technician I,Voluntarily Terminated,Kissy Sullivan
1011022814,1011022814,colleen.volk@company.com,92r3apnV5E,"Volk, Colleen",39.8,Production       ,Production Technician I,Terminated for Cause,Kelley Spirea
1106026474,1106026474,anna.von massenbach@company.com,B0WnkcUlN7,"Von Massenbach, Anna",41.0,Production       ,Production Technician I,Active,Michael Albert
1101023619,1101023619,theresa.wallace@company.com,1CXyHidY&V,"Wallace, Theresa",45.7,Production       ,Production Technician I,Voluntarily Terminated,Elijiah Gray
1307060212,1307060212,scott.whittier@company.com,KKQVHqQdfE,"Whittier, Scott",38.9,Production       ,Production Technician I,Voluntarily Terminated,Webster Butler
1101023839,1101023839,barry.wilber@company.com,SA^lasJGNt,"Wilber, Barry",60.6,Production       ,Production Technician I,Voluntarily Terminated,Amy Dunn
1308060671,1308060671,jacquelyn.williams@company.com,R9w!0*cjoS,"Williams, Jacquelyn  ",56.5,Production       ,Production Technician I,Voluntarily Terminated,Ketsia Liebig
1001268402,1001268402,catherine.ybarra@company.com,nRRHHp8o&0,"Ybarra, Catherine ",43.9,Production       ,Production Technician I,Voluntarily Terminated,Brannon Miller
1211051232,1211051232,colleen.zima@company.com,IZM5v35EzT,"Zima, Colleen",47.6,Production       ,Production Technician I,Active,David Stanley
1005019209,1005019209,sarah.akinkuolie@company.com,13J^*4!M5N,"Akinkuolie, Sarah",37.5,Production       ,Production Technician II,Voluntarily Terminated,Kissy Sullivan
1303054329,1303054329,kimberly.beak@company.com,DZ5Sq!LWjk,"Beak, Kimberly  ",60.0,Production       ,Production Technician II,Active,Kelley Spirea
1403066125,1403066125,dianna.blount@company.com,V#qDnfxywh,"Blount, Dianna",35.5,Production       ,Production Technician II,Active,Michael Albert
1008021030,1008021030,betsy.bondwell@company.com,Yq2@XrBRXs,"Bondwell, Betsy",59.2,Production       ,Production Technician II,Voluntarily Terminated,Elijiah Gray
1101023457,1101023457,joseph.buccheri@company.com,ymXJbWNPvR,"Buccheri, Joseph  ",42.7,Production       ,Production Technician II,Active,Webster Butler
1011022820,1011022820,joelle.burke@company.com,GyCC2#*eiL,"Burke, Joelle",46.1,Production       ,Production Technician II,Active,Amy Dunn
1301052449,1301052449,benjamin.burkett@company.com,QGOXkAsJk@,"Burkett, Benjamin ",48.6,Production       ,Production Technician II,Active,Ketsia Liebig
1012023226,1012023226,jennifer.cloninger@company.com,JeqgBbRw^y,"Cloninger, Jennifer",44.6,Production       ,Production Technician II,Voluntarily Terminated,Brannon Miller
1209048697,1209048697,phil.close@company.com,Vbuo2G1Dj2,"Close, Phil",47.4,Production       ,Production Technician II,Voluntarily Terminated,David Stanley
1201031274,1201031274,daniel.davis@company.com,LGOkGSH3Iy,"Davis, Daniel",46.6,Production       ,Production Technician II,Active,Kissy Sullivan
1104025179,1104025179,carla.demita@company.com,U085!maeXz,"Demita, Carla",75.1,Production       ,Production Technician II,Voluntarily Terminated,Kelley Spirea
1105025661,1105025661,angela.erilus@company.com,OQXzpFuoiK,"Erilus, Angela",36.6,Production       ,Production Technician II,Active,Michael Albert
1108028428,1108028428,megan.faller@company.com,tTqcvPz#^r,"Faller, Megan ",47.5,Production       ,Production Technician II,Active,Elijiah Gray
1402065085,1402065085,nicole.fancett@company.com,SOHRDcebWS,"Fancett, Nicole",38.5,Production       ,Production Technician II,Active,Webster Butler
1109029103,1109029103,michael  j.fitzpatrick@company.com,52UrgJ8cBC,"Fitzpatrick, Michael  J",44.5,Production       ,Production Technician II,Voluntarily Terminated,Amy Dunn
1012023204,1012023204,tanya.foreman@company.com,E3P$hb71eL,"Foreman, Tanya",42.4,Production       ,Production Technician II,Voluntarily Terminated,Ketsia Liebig
1411071324,1411071324,juan.gonzalez@company.com,W7jQ9$B!@#,"Gonzalez, Juan",61.5,Production       ,Production Technician II,Terminated for Cause,Brannon Miller
1001549006,1001549006,susan.good@company.com,6LAm4H!S9L,"Good, Susan",39.9,Production       ,Production Technician II,Active,David Stanley
1108028351,1108028351,phylicia.gosciminski@company.com,*AR7kZcUng,"Gosciminski, Phylicia  ",42.3,Production       ,Production Technician II,Active,Kissy Sullivan
1307059937,1307059937,earnest.hankard@company.com,428pXh3EOn,"Hankard, Earnest",37.6,Production       ,Production Technician II,Active,Kelley Spirea
1011022932,1011022932,trina.hendrickson@company.com,yqyCOkEKfW,"Hendrickson, Trina",53.6,Production       ,Production Technician II,Voluntarily Terminated,Kelley Spirea
1207046956,1207046956,adrienne  j.homberger@company.com,VrFvL4k^6v,"Homberger, Adrienne  J",42.1,Production       ,Production Technician II,Voluntarily Terminated,Michael Albert
1106026433,1106026433,julissa.hunts@company.com,ZnU6ReDXoB,"Hunts, Julissa",42.1,Production       ,Production Technician II,Active,Elijiah Gray
1103024924,1103024924,rosalie.hutter@company.com,1hFwyKVwfH,"Hutter, Rosalie",33.9,Production       ,Production Technician II,Active,Webster Butler
1306058509,1306058509,ming.huynh@company.com,oRwB1$dTIg,"Huynh, Ming",49.5,Production       ,Production Technician II,Voluntarily Terminated,Amy Dunn
1008020942,1008020942,tayana.jeannite@company.com,cJssY@69m0,"Jeannite, Tayana",39.4,Production       ,Production Technician II,Active,Ketsia Liebig
1306057810,1306057810,yen.johnston@company.com,E^G!DF2keK,"Johnston, Yen",56.6,Production       ,Production Technician II,Active,Brannon Miller
1010022030,1010022030,lindsey.langford@company.com,qa7ZzFnp28,"Langford, Lindsey",46.7,Production       ,Production Technician II,Voluntarily Terminated,David Stanley
1104025486,1104025486,mohammed.latif@company.com,NDnsZPq#cq,"Latif, Mohammed",41.9,Production       ,Production Technician II,Voluntarily Terminated,Kissy Sullivan
1405067565,1405067565,mathew.linden@company.com,IusD%&T95e,"Linden, Mathew",47.0,Production       ,Production Technician II,Active,Kelley Spirea
1305056276,1305056276,susan.lundy@company.com,fX2iVD6^BR,"Lundy, Susan",49.3,Production       ,Production Technician II,Voluntarily Terminated,Michael Albert
1001504432,1001504432,lisa.lunquist@company.com,Y8eLON*te6,"Lunquist, Lisa",44.0,Production       ,Production Technician II,Active,Elijiah Gray
1110029623,1110029623,robyn.manchester@company.com,a1oEo7d5QT,"Manchester, Robyn",49.6,Production       ,Production Technician II,Active,Webster Butler
1304055986,1304055986,karen.mancuso@company.com,OHRNbuYMxq,"Mancuso, Karen",39.3,Production       ,Production Technician II,Voluntarily Terminated,Amy Dunn
1406067957,1406067957,brigit.mccarthy@company.com,o4AsOOC5e9,"McCarthy, Brigit",38.9,Production       ,Production Technician II,Active,Ketsia Liebig
1205033439,1205033439,ned.miller@company.com,@bjIs6RGir,"Miller, Ned",40.8,Production       ,Production Technician II,Terminated for Cause,Brannon Miller
1404066711,1404066711,erasumus.monkfish@company.com,HNOlHq@13k,"Monkfish, Erasumus  ",33.6,Production       ,Production Technician II,Active,David Stanley
1001103149,1001103149,luisa.monterro@company.com,sy43JT*nAD,"Monterro, Luisa",55.9,Production       ,Production Technician II,Active,Kissy Sullivan
1408069503,1408069503,patrick.moran@company.com,b@fQ8!f!SQ,"Moran, Patrick",49.3,Production       ,Production Technician II,Active,Kelley Spirea
1301052436,1301052436,maliki.moumanil@company.com,cj07XU9W4s,"Moumanil, Maliki ",51.3,Production       ,Production Technician II,Active,Michael Albert
1104025435,1104025435,kristie.nowlan@company.com,EmuzwOc#f$,"Nowlan, Kristie",40.4,Production       ,Production Technician II,Active,Elijiah Gray
1001856521,1001856521,brooke.oliver@company.com,&vrTAttAyI,"Oliver, Brooke ",74.1,Production       ,Production Technician II,Voluntarily Terminated,Webster Butler
1202031821,1202031821,ermine.pelletier@company.com,LMqV4br6*9,"Pelletier, Ermine",36.7,Production       ,Production Technician II,Voluntarily Terminated,Amy Dunn
1411071406,1411071406,lauren.peters@company.com,zs4ykjPiX0,"Peters, Lauren",39.6,Production       ,Production Technician II,Voluntarily Terminated,Ketsia Liebig
1103024843,1103024843,shana.petingill@company.com,vNO2AKeh7h,"Petingill, Shana  ",47.1,Production       ,Production Technician II,Active,Brannon Miller
1402065340,1402065340,may.roberson@company.com,7GR0YzEnQK,"Roberson, May",44.6,Production       ,Production Technician II,Voluntarily Terminated,David Stanley
1499902991,1499902991,peter.robertson@company.com,KyVerTfzkx,"Robertson, Peter",53.8,Production       ,Production Technician II,Voluntarily Terminated,Kissy Sullivan
1106026462,1106026462,adil.sahoo@company.com,jMaQ@ChIoX,"Sahoo, Adil",39.9,Production       ,Production Technician II,Active,Kelley Spirea
1012023103,1012023103,constance.sloan@company.com,k&2Dug8mp^,"Sloan, Constance",38.4,Production       ,Production Technician II,Voluntarily Terminated,Michael Albert
1001970770,1001970770,joe.smith@company.com,oHqovVLNm6,"Smith, Joe",62.4,Production       ,Production Technician II,Active,Elijiah Gray
1406068345,1406068345,lenora.tejeda@company.com,y11b7j6A8@,"Tejeda, Lenora ",72.9,Production       ,Production Technician II,Voluntarily Terminated,Elijiah Gray
1011022777,1011022777,kenneth.thibaud@company.com,qMjO9kRrPR,"Thibaud, Kenneth",50.5,Production       ,Production Technician II,Voluntarily Terminated,Webster Butler
1107027551,1107027551,cybil.trzeciak@company.com,*mtFfizQPs,"Trzeciak, Cybil",41.1,Production       ,Production Technician II,Voluntarily Terminated,Amy Dunn
1011022818,1011022818,roger.walker@company.com,oYuTo@A!lE,"Walker, Roger",50.1,Production       ,Production Technician II,Active,Ketsia Liebig
1405067188,1405067188,jordan.winthrop@company.com,hqR3Ec5B@P,"Winthrop, Jordan  ",67.4,Production       ,Production Technician II,Voluntarily Terminated,Brannon Miller
1205033180,1205033180,hang  t.wolk@company.com,Hk$T$JUIY8,"Wolk, Hang  T",41.0,Production       ,Production Technician II,Active,David Stanley
1012023010,1012023010,jason.woodson@company.com,pEh9uHMJ&o,"Woodson, Jason",40.9,Production       ,Production Technician II,Active,Kissy Sullivan
1504073313,1504073313,edward.buck@company.com,3EqZBNZuH%,"Buck, Edward",50.7,Sales,Area Sales Manager,Active,Lynn Daneault
1504073368,1504073368,jessica.bunbury@company.com,6&G%z54Sgo,"Bunbury, Jessica",61.8,Sales,Area Sales Manager,Voluntarily Terminated,John Smith
1403065721,1403065721,michelle.carter@company.com,MKQB$Wgq6k,"Carter, Michelle ",62.9,Sales,Area Sales Manager,Active,John Smith
1409070567,1409070567,latia.costa@company.com,i9vLf$NGDS,"Costa, Latia",37.4,Sales,Area Sales Manager,Active,Lynn Daneault
1408069481,1408069481,jenna.dietrich@company.com,0b@HdjYpDX,"Dietrich, Jenna  ",38.9,Sales,Area Sales Manager,Active,John Smith
1306059197,1306059197,alfred.digitale@company.com,ALqRsNA$@H,"Digitale, Alfred",37.6,Sales,Area Sales Manager,Active,John Smith
1411071302,1411071302,maruk.fraval@company.com,ojo0ZBhvwf,"Fraval, Maruk ",62.6,Sales,Area Sales Manager,Active,Lynn Daneault
1204032843,1204032843,gerry.friedman@company.com,TxPVjqVpE1,"Friedman, Gerry",57.1,Sales,Area Sales Manager,Active,John Smith
1302053046,1302053046,whitney.gill@company.com,Z2DxYL&ORW,"Gill, Whitney  ",54.7,Sales,Area Sales Manager,Terminated for Cause,John Smith
1203032099,1203032099,myriam.givens@company.com,6GK%@27irP,"Givens, Myriam",36.5,Sales,Area Sales Manager,Active,Lynn Daneault
1411071481,1411071481,ricardo.gonzales@company.com,VfTLTSfTSU,"Gonzales, Ricardo",71.5,Sales,Area Sales Manager,Active,John Smith
1001167253,1001167253,mike.guilianno@company.com,dv8MB5wlmQ,"Guilianno, Mike",57.1,Sales,Area Sales Manager,Voluntarily Terminated,John Smith
1001084890,1001084890,jeremy.prater@company.com,vyLVh#PgK*,Jeremy Prater,51.9,Sales,Area Sales Manager,Active,Lynn Daneault
1104025008,1104025008,bartholemew.khemmich@company.com,wb6*O4mDqx,"Khemmich, Bartholemew",46.4,Sales,Area Sales Manager,Active,Lynn Daneault
1412071660,1412071660,giovanni.leruth@company.com,Bli*co9mBb,"Leruth, Giovanni",37.3,Sales,Area Sales Manager,Active,John Smith
1209048771,1209048771,joseph.martins@company.com,Ih2JwjrLQ*,"Martins, Joseph",55.8,Sales,Area Sales Manager,Active,Lynn Daneault
1209049326,1209049326,jac.mckinzie@company.com,!C7pIw5iMx,"McKinzie, Jac",41.8,Sales,Area Sales Manager,Active,Lynn Daneault
1306057978,1306057978,howard.mullaney@company.com,dtKaMS^DCf,"Mullaney, Howard",50.4,Sales,Area Sales Manager,Active,John Smith
1111030684,1111030684,dheepa.nguyen@company.com,g$@swABZb3,"Nguyen, Dheepa",37.0,Sales,Area Sales Manager,Active,Lynn Daneault
1501072180,1501072180,jasmine.onque@company.com,PGAJXsVB#I,"Onque, Jasmine",35.9,Sales,Area Sales Manager,Active,Lynn Daneault
812011761,812011761,travis.ozark@company.com,#7lVpBhu4q,"Ozark, Travis",43.9,Sales,Area Sales Manager,Active,John Smith
1102024106,1102024106,xana.potts@company.com,2&KVqvbYze,"Potts, Xana",37.6,Sales,Area Sales Manager,Active,Lynn Daneault
1502072711,1502072711,michael.riordan@company.com,xfWtSkm!pZ,"Riordan, Michael",58.2,Sales,Area Sales Manager,Active,Lynn Daneault
1411071295,1411071295,caitrin.strong@company.com,45Od65bJpt,"Strong, Caitrin",36.9,Sales,Area Sales Manager,Active,John Smith
1401064637,1401064637,sharlene.terry@company.com,PMS29u4bKd,"Terry, Sharlene ",60.9,Sales,Area Sales Manager,Active,Lynn Daneault
1312063714,1312063714,jackie.valentin@company.com,W9jpEtonwp,"Valentin,Jackie",34.9,Sales,Area Sales Manager,Active,John Smith
1111030503,1111030503,noah.villanueva@company.com,qJcOKZ7$4U,"Villanueva, Noah",36.7,Sales,Area Sales Manager,Active,John Smith
1009021646,1009021646,debra.houlihan@company.com,K92s67@qzJ,"Houlihan, Debra",60.0,Sales,Director of Sales,Active,Janet King
1402065303,1402065303,lynn.daneault@company.com,TEjTK5kQue,"Daneault, Lynn",36.0,Sales,Sales Manager,Active,Debra Houlihan
1109029264,1109029264,donysha.kampew@company.com,VKCmkvodTP,"Kampew, Donysha    ",36.4,Sales,Sales Manager,Voluntarily Terminated,Debra Houlihan
1499902910,1499902910,john.smith@company.com,Bn%!1yVWq!,"Smith, John",41.6,Sales,Sales Manager,Active,Debra Houlihan
1107027358,1107027358,colby.andreola@company.com,uZDNEe^4v9,"Andreola, Colby",46.9,IT/IS,Software Engineer,Active,Alex Sweetwater
1101023577,1101023577,judith.carabbio@company.com,CbxcQMdNrL,"Carabbio, Judith",39.0,IT/IS,Software Engineer,Active,Alex Sweetwater
1203032498,1203032498,keyla.del bosque@company.com,uWUCv$IT67,"Del Bosque, Keyla",46.7,IT/IS,Software Engineer,Active,Alex Sweetwater
1401064670,1401064670,susan.exantus@company.com,nW3jCXk8x0,"Exantus, Susan",38.9,IT/IS,Software Engineer,Terminated for Cause,Alex Sweetwater
1303054625,1303054625,sandra.martin@company.com,CwkpmhR39b,"Martin, Sandra",38.4,IT/IS,Software Engineer,Active,Alex Sweetwater
1112030979,1112030979,luke.patronick@company.com,$OUMA!RWNo,"Patronick, Luke",47.1,IT/IS,Software Engineer,Voluntarily Terminated,Alex Sweetwater
1012023185,1012023185,adell.saada@company.com,HAAohAjkUv,"Saada, Adell",39.7,IT/IS,Software Engineer,Active,Alex Sweetwater
1201031324,1201031324,andrew.szabo@company.com,^CtArQ11%@,"Szabo, Andrew",42.9,IT/IS,Software Engineer,Active,Alex Sweetwater
1102024057,1102024057,edward.true@company.com,YC%otHhtrN,"True, Edward",42.8,IT/IS,Software Engineer,Voluntarily Terminated,Alex Sweetwater
1001644719,1001644719,alex.sweetwater@company.com,CblokRqt$7,"Sweetwater, Alex",59.4,IT/IS,Software Manager,Active,Jennifer Zamora
1901495124,1901495124,collin.suen@company.com,f7Aw$C5mNe,"Suen, Collin",51.3,Executive Office,Executive Assistant,Active,Janet King
